Store Name: FRIENDLY FOOD MART
Store Address: 1725 BUTLER STREET
Store Phone: 610-252-9370

Item Type,SKU,Item Name,QOH,Selling Price,Unit Per Case,Department,Category,Size
Standard,049000045796,POWERADE ORANGE 32Z,-36,2.11,15,COOLER,POWER ADE 32OZ,EACH
Standard,025000018671,MINUTEMADE BERRY JUI,0,1.79,1,COOLER,DRINKS,EACH
Standard,025000056024,MINUTMADE CRANAPPLE,0,1.89,1,COOLER,DRINKS,EACH
Standard,078000003208,DR. PEPPER 16OZ,0,1.29,1,COOLER,DRINKS,EACH
Standard,049000043884,DASANI STRAWBERY WAT,0,1.29,1,COOLER,DRINKS,EACH
Standard,049000045734,POWETRADE L.L,0,1.99,1,COOLER,DRINKS,EACH
Standard,070847003670,PEACE TEA 7 LEMONADE,0,0.99,1,COOLER,DRINKS,EACH
Standard,083900006723,GOLD PEAK TEALMNADE,0,1.99,1,COOLER,DRINKS,EACH
Standard,070847812517,MONSTER IRISH BLENT COFFEE,0,2.99,1,COOLER,DRINKS,EACH
Standard,070847812807,MONSTER KONIAC,-20,3.29,12,COOLER,Energy Drink,EACH
Standard,070847020554,MONSTER UBER TALL CAN,0,3.69,1,COOLER,DRINKS,EACH
Standard,049000033298,FANTA PEACH,0,1.79,1,COOLER,DRINKS,EACH
Standard,049000064186,POWERADE ION4,0,1.99,1,COOLER,DRINKS,EACH
Standard,070847812906,MONSTER M-80,0,2.49,1,COOLER,DRINKS,EACH
Standard,049000050349,POWERADE  STRAW/LEMONADE,-41,2.11,15,COOLER,POWER ADE 32OZ,EACH
Standard,049000053418,COKE CLASSIC CAN 16OZ,-544,1.25,24,COOLER,DRINKS,EACH
Standard,049000053425,DIET COKE CAN 16OZ,0,1.39,1,COOLER,DRINKS,EACH
Standard,070847020905,MONSTER ORANGE,-8,2.96,24,COOLER,Energy Drink,EACH
Standard,078000005868,DR PEPPER 16OZ CAN,-29,1.25,1,COOLER,DRINKS,EACH
Standard,049000031171,VANILLA COKE BTL 20OZ,-78,2.00,1,COOLER,DRINKS,EACH
Standard,049000053432,SPRITE CAN 16OZ,-197,1.25,1,COOLER,DRINKS,EACH
Standard,070847017660,MONSTER MUSCLE STRAWBERRY,0,3.99,1,COOLER,DRINKS,EACH
Standard,786162003867,GLACEAU FRYITWATER OJ/MANGO,0,1.29,1,COOLER,DRINKS,EACH
Standard,786162003843,GLACEAU FRUITWATERSTRAW/KIWI,0,1.29,1,COOLER,DRINKS,EACH
Standard,786162003812,GLACEAU FRUITWATER L.L,0,1.29,1,COOLER,DRINKS,EACH
Standard,049000050721,POWERADE ZERO,-18,2.11,15,COOLER,POWER ADE 32OZ,EACH
Standard,025000053627,MINUTEMAID PINAPLE/OJ,0,1.89,1,COOLER,DRINKS,EACH
Standard,049000065589,POWERADE LEMONADE,0,1.99,1,COOLER,DRINKS,EACH
Standard,070847021506,MONSTER  CITRON,0,2.49,1,COOLER,DRINKS,EACH
Standard,070847027881,MONSTER COFFEE CARAMEL,0,3.29,1,COOLER,Energy Drink,EACH
Standard,070847021520,MONSTER PEACH,-14,2.96,1,COOLER,DRINKS,EACH
Standard,786162200433,SMARTWATER,0,1.59,1,COOLER,DRINKS,EACH
Standard,049000066968,FANTA MANGO,0,1.79,1,COOLER,DRINKS,EACH
Standard,070847024026,MONSTER SALTED CAREMEL COFFEE,-11,3.29,12,COOLER,Energy Drink,EACH
Standard,049000070422,PEACE TEA + LEMONADE,-25,1.39,12,COOLER,Tea,EACH
Standard,049000070484,PEACE TEA RAZZLERRY,-35,1.39,12,COOLER,Tea,EACH
Standard,049000070514,PEACE TEA,0,1.05,1,COOLER,DRINKS,EACH
Standard,049000070507,PEACE TEA SNO-BERRY,-27,1.39,12,COOLER,Tea,EACH
Standard,049000070521,PEACE TEA,0,1.05,1,COOLER,DRINKS,EACH
Standard,049000023190,SPRITE 1 LITER,-50,2.29,1,COOLER,DRINKS,EACH
Standard,049000068276,POWERADE TWISTED BLACK BRRY,0,1.99,1,COOLER,DRINKS,EACH
Standard,049000067927,GOLDPICK RASPBERRY TEA,0,1.99,1,COOLER,DRINKS,EACH
Standard,072979004297,GINGER ALE 1 LTR,0,1.49,1,COOLER,DRINKS,EACH
Standard,049000067736,FANTA BERRY,0,2.00,1,COOLER,DRINKS,EACH
Standard,049000053746,FANTA CAN,0,1.29,1,COOLER,DRINKS,EACH
Standard,070847811244,MONSTER 24 OZ,-174,4.89,1,COOLER,DRINKS,EACH
Standard,049000005226,COCA COLA 1LTR,-54,2.29,1,COOLER,DRINKS,EACH
Standard,049000072198,GOLD PEAK SWEET TEA 1LTR,0,1.99,1,COOLER,DRINKS,EACH
Standard,070847024446,MONSTER GRONK,0,2.49,1,COOLER,DRINKS,EACH
Standard,070847020530,MONSTER BLACK,0,2.64,1,COOLER,DRINKS,EACH
Standard,049000060225,MELLO YELLO 16OZ CAN,0,1.39,1,COOLER,DRINKS,EACH
Standard,049000062731,SURGE 6OZ CAN,0,1.39,1,COOLER,DRINKS,EACH
Standard,815154020077,NOS BIG CAN,0,3.39,1,COOLER,DRINKS,EACH
Standard,070847022909,MONSTER PINELINE PUNCH,4,2.96,24,COOLER,Energy Drink,EACH
Standard,049000067743,FANTA BERRY 2LT,0,2.29,1,COOLER,DRINKS,EACH
Standard,786162338006,SMART WATER 1 LT,-115,2.49,1,COOLER,DRINKS,EACH
Standard,049000067934,GOLD PEAK  PEACH TEA,0,1.99,1,COOLER,DRINKS,EACH
Standard,049000068283,POWERADE WATERMELLON/STRAWBERY,0,1.99,1,COOLER,DRINKS,EACH
Standard,049000072204,GOLD PEAK UNSWEET TEA 1LTR,0,1.99,1,COOLER,DRINKS,EACH
Standard,049000007909,POWERADE BLUE,-128,1.05,24,COOLER,DRINKS,EACH
Standard,049000047141,POWERADE ORANGE,-61,1.05,1,COOLER,DRINKS,EACH
Standard,049000047127,POWERADE LEMON LIME,-86,1.05,1,COOLER,DRINKS,EACH
Standard,380793808640,FUSE CAN,0,0.90,1,COOLER,DRINKS,EACH
Standard,811620020404,YUP STRAWBERRY MILK,-16,1.99,12,COOLER,MILK,EACH
Standard,815154020114,NOS CHERRIED OUT CAN,0,2.75,24,COOLER,Energy Drink,EACH
Standard,815154020008,NOS  REG,-41,2.75,24,COOLER,Energy Drink,EACH
Standard,815154020091,NOS GRAPE,-22,2.49,1,COOLER,DRINKS,EACH
Standard,049000003710,POWERADE FRUIT PUNCH,-87,1.05,24,COOLER,DRINKS,EACH
Standard,811620020398,YUP RICH CHOCOLATE MILK,-24,1.99,12,COOLER,MILK,EACH
Standard,049000061604,SPRITE CRANBERRY,0,2.00,1,COOLER,DRINKS,EACH
Standard,049000072396,D DONUT ICED COFFE VANILLA,-31,3.17,12,COOLER,DRINKS,EACH
Standard,049000072372,D DONUT ICED COFFE ORIGINAL,-133,3.17,12,COOLER,DRINKS,EACH
Standard,049000072389,D DONUT ICED COFFE MOCHA,-101,3.17,12,COOLER,DRINKS,EACH
Standard,049000072365,D DONUT ICED COFFE ESPRESSO,-16,3.39,1,COOLER,DRINKS,EACH
Standard,049000072228,SPRITE CHERRY,0,1.79,1,COOLER,DRINKS,EACH
Standard,049000071962,FANTA FRUIT PUNCH,0,1.79,1,COOLER,DRINKS,EACH
Standard,049000072044,POWERADE KIWI PENAPPLE,0,1.99,1,COOLER,DRINKS,EACH
Standard,049000072051,POWERAIDE CITRUS PASSION,0,1.99,1,COOLER,DRINKS,EACH
Standard,070847027324,MONSTER  VIOLET,84,2.96,24,COOLER,Energy Drink,EACH
Standard,786162004857,VITAMIN WATER TROPICAL MANGO,-8,1.99,12,COOLER,DRINKS,EACH
Standard,786162001511,SMART WATER,-179,1.99,1,COOLER,DRINKS,EACH
Standard,049000072754,GOLD PEAK ICE COFFEE CAREMELL,0,3.19,1,COOLER,DRINKS,EACH
Standard,049000072761,GOLD PEAK ICE COFFEE  ALM TOFF,0,3.19,1,COOLER,DRINKS,EACH
Standard,070847033103,MONSTER SWISS CHOCOLATE,-5,3.29,1,COOLER,DRINKS,EACH
Standard,070847024941,MONSTERHYDRO MEAB GREEN,0,2.49,1,COOLER,DRINKS,EACH
Standard,070847024927,MONSTER HYDRO TROPICAL THUNDER,0,2.49,1,COOLER,DRINKS,EACH
Standard,070847024965,MONSTER HYDRO MANIC MELON,0,2.49,1,COOLER,DRINKS,EACH
Standard,070847029014,MONSTER ENERGY MANGO LOCO,3,2.96,24,COOLER,Energy Drink,EACH
Standard,049000040869,COCK ZERO,0,2.00,1,COOLER,DRINKS,EACH
Standard,070847017707,MONSTER ZERO 24OZ CAN,-40,4.89,1,COOLER,DRINKS,EACH
Standard,719410750121,6-PACK EAGLE COKE-CAN,0,3.59,1,COOLER,DRINKS,EACH
Standard,815154020961,NOS - NITRO MANGO,0,2.64,1,COOLER,DRINKS,EACH
Standard,786162005175,VITAMIN WATER  ACTIVE ORANGE,0,1.99,12,COOLER,DRINKS,EACH
Standard,786162005168,VITAMIN WATER ACTIVE STRAWBERR,0,1.99,12,COOLER,DRINKS,EACH
Standard,786162005182,VATMINWATER ACTIVE LEMON LIME,0,1.99,1,COOLER,DRINKS,EACH
Standard,049000074857,FANTA GREEN APPLE,0,1.79,1,COOLER,DRINKS,EACH
Standard,070847031116,MONSTER GRAGON TEA,3,2.96,24,COOLER,Energy Drink,EACH
Standard,049000074529,POWERADE  BLUE RASP,0,1.99,1,COOLER,DRINKS,EACH
Standard,049000070408,HUBERT-S LEMONADE WATERMELON,0,2.19,1,COOLER,DRINKS,EACH
Standard,049000069846,HUBERT-S LEMONADE,0,2.19,1,COOLER,DRINKS,EACH
Standard,049000070354,HUBERT-S LEMONADE STRAWBERRY,0,2.19,1,COOLER,DRINKS,EACH
Standard,070847027867,MONSTER CAFFE VANILLA,0,3.49,1,COOLER,DRINKS,EACH
Standard,070847027843,MONSTER CAFFE MOCA,0,3.29,1,COOLER,DRINKS,EACH
Standard,025000052224,MINUTE MADE CRAN-APPLE-RASPBER,0,1.99,1,COOLER,DRINKS,EACH
Standard,025000061530,MINUTEMADE OREANGE JUICE,0,1.99,1,COOLER,DRINKS,EACH
Standard,070847030935,MONSTER HYDRO BLUE ICE,0,2.89,1,COOLER,DRINKS,EACH
Standard,070847030911,MONSTER HYDRO TROPICAL THUNDER,0,2.89,1,COOLER,DRINKS,EACH
Standard,025000061516,MINUT MAID APPLE JUICE,0,1.99,1,COOLER,DRINKS,EACH
Standard,070847030959,HYDRO  MONSTER PURPLE PASSION,0,2.89,1,COOLER,DRINKS,EACH
Standard,070847030973,MONSTER HYDRO ZERO SUGER,0,2.89,1,COOLER,DRINKS,EACH
Standard,070847030010,MONSTER ULTRA VIOLET 24OZ.,0,4.24,1,COOLER,DRINKS,EACH
Standard,049000076004,DD COFFEE PUMPKIN SPICE,0,3.49,1,COOLER,DRINKS,EACH
Standard,049000075328,MACAFE FRAPPE CARAMEL,0,2.96,1,COOLER,DRINKS,EACH
Standard,049000075304,MACAFE FRAPPE VANILLA,0,2.96,1,COOLER,DRINKS,EACH
Standard,049000047134,POWERADE GRAPE,0,1.05,1,COOLER,DRINKS,EACH
Standard,049000070439,PEACE TEA PEACH,-39,1.39,12,COOLER,Tea,EACH
Standard,815154020183,FULL THROLTLP ORIGINAL,4,2.96,24,DRINKS,Energy Drink,EACH
Standard,070847031918,MONSTER PACIFIC PUNCH,2,2.96,24,COOLER,Energy Drink,EACH
Standard,070847029229,MONSTER ESPRESSO VANILLA CREAM,0,3.59,1,COOLER,DRINKS,EACH
Standard,070847029243,MONSTRE ESPRESSO,0,3.79,1,COOLER,DRINKS,EACH
Standard,070847031017,MONSTER MAXX SOLARIS,0,3.06,1,COOLER,DRINKS,EACH
Standard,070847814047,MONSTER MAXXSUPER DRY,0,2.89,1,COOLER,DRINKS,EACH
Standard,070847030331,MONSTER MUSCLE MILK VANILLA,-11,3.59,1,COOLER,DRINKS,EACH
Standard,070847030317,MONSTER MUSCLE MILK CHOCOLATE,-11,3.99,1,COOLER,DRINKS,EACH
Standard,025000052002,MINUT MAID CRANBERRY GRAPE,0,1.89,1,COOLER,DRINKS,EACH
Standard,883315090269,TUME YUMMIES,0,1.29,1,COOLER,DRINKS,EACH
Standard,049000077476,POWERADE WATERMELON LIME,0,2.11,1,COOLER,DRINKS,EACH
Standard,078000082456,DR PEPPER,0,2.19,1,COOLER,DRINKS,EACH
Standard,858176002423,BA WS,-7,2.29,1,COOLER,DRINKS,EACH
Standard,049000078725,SPRITE LYMONADE,0,2.00,1,COOLER,DRINKS,EACH
Standard,049000078916,ORANGE VANILLA COCACOLA,0,2.00,1,COOLER,DRINKS,EACH
Standard,070847033080,MONSTER,-11,2.96,24,COOLER,Energy Drink,EACH
Standard,815154021623,REIGN CARNIVAL CANDY,-3,2.96,12,COOLER,Energy Drink,EACH
Standard,215154021409,REIGN LEMON HDZ,0,2.64,1,COOLER,DRINKS,EACH
Standard,786162005335,SMART WATER,0,1.99,1,COOLER,DRINKS,EACH
Standard,815154021609,REIGN LRMON HDZ,-5,2.96,12,COOLER,Energy Drink,EACH
Standard,786162005311,VITAMIN WATER ICE,-1,1.99,12,COOLER,DRINKS,EACH
Standard,815154021661,REIGN RAZZLE BERRY,-4,2.96,12,COOLER,Energy Drink,EACH
Standard,815154021708,REIGN SOURE APPLE,-8,2.96,12,COOLER,Energy Drink,EACH
Standard,078000218183,DR PEPPERS DARK CHERRY,0,2.00,1,COOLER,DRINKS,EACH
Standard,025000030291,MINUTE MAID WATERMELON,-193,2.00,1,COOLER,DRINKS,EACH
Standard,815154021500,NOS SONIC SOUR,-2,2.75,24,COOLER,Energy Drink,EACH
Standard,070847033516,M DRAGON TEA,4,2.96,24,COOLER,Energy Drink,EACH
Standard,070847032991,M DRAGON GREEN TEA,65,2.96,24,COOLER,Energy Drink,EACH
Standard,049000050752,POWER SPORT,-19,1.05,24,COOLER,DRINKS,EACH
Standard,815154021722,REIGN PEACH FTZZ,-1,2.96,12,COOLER,Energy Drink,EACH
Standard,815154021647,REIGN MELON MANIA,-8,2.96,12,COOLER,Energy Drink,EACH
Standard,012000184925,MTN DEW 20oz,-1,2.00,1,PEPSI,PEPSI,EACH
Standard,049000081442,COCA COIA CINNAMON 20oz,20,2.00,24,COOLER,DRINKS,EACH
Standard,070847811213,M0NSTER ENERGY LO-CARB 24OZ,-22,4.89,1,COOLER,DRINKS,EACH
Standard,025000010002,MINUTE MAID PEACH,-24,1.59,24,COOLER,DRINKS,EACH
Standard,070847031031,MONSTER MAXX ZERO SUGAR,4,2.96,24,COOLER,Energy Drink,EACH
Standard,049000071542,GOLD PEAK TEA EXTRA SWEET,-28,1.99,1,COOLER,DRINKS,EACH
Standard,049000072495,GOLD PEAK TEA SLIGHTLY SWEET,-1,1.99,1,COOLER,DRINKS,EACH
Standard,070847032113,MONSTER MULE,85,2.96,24,COOLER,Energy Drink,EACH
Standard,689490002321,THIS BLUE 100S,-6,5.75,10,Tobacco,Cigarettes Pack,
Standard,818094006361,ROCKSTARE XD PEACH16OZ,0,2.64,24,COOLER,Energy Drink,
Standard,818094006385,ROCKSTAR XD GREEN APPLE 16OZ,0,2.64,24,COOLER,Energy Drink,
Standard,031700056387,GAME WHITE RUSSIAN.99,-31,1.05,30,Tobacco,WRAPS,EACH
Standard,719410720018,5-hour energy extra Grape,-129,3.59,12,GROCERY,GROCERY,EACH
Standard,030973325169,FRAZIL REFILL,-45,3.18,1,FRAZIL ,SLUSY,EACH
Standard,072470000361,KRISPY KRM DPS,-6,1.99,12,Cake & pastry,KRESPY KREME,EACH
Standard,072470000903,KRISPY KRM DPC,-10,1.99,12,Cake & pastry,KRESPY KREME,
Standard,072470017253,KRISPY KRM APPLE PIE,-8,1.99,12,Cake & pastry,KRESPY KREME,EACH
Standard,072470017260,KRISPY KRM CHERRY PIE,-22,1.99,12,Cake & pastry,KRESPY KREME,EACH
Standard,072470000491,KRISPY KRM PECAN APPLE PIE,-11,1.99,12,Cake & pastry,KRESPY KREME,EACH
Standard,072470000484,KRISPY KRM COCONUT PIE,0,1.99,12,Cake & pastry,KRESPY KREME,EACH
Standard,072470000453,KRISPY KRM JUNIORS CHO DIP,8,3.69,12,Cake & pastry,KRESPY KREME,EACH
Standard,808330901222,GUAVA POUND CAKE,4,1.49,6,Cake & pastry,Cake & pastry,EACH
Standard,808330809009,BANANA POUND CAKE,5,1.49,6,Cake & pastry,Cake & pastry,EACH
Standard,808330912402,APPLE POUND CAKE,3,1.49,6,Cake & pastry,Cake & pastry,EACH
Standard,808330809047,CHOCOLATE POUND CAKE,5,1.49,6,Cake & pastry,Cake & pastry,EACH
Standard,786778010112,NUTTY CRUNCHERS,1,2.00,24,GROCERY,GROCERY,EACH
Standard,TEST1,TEST1,0,5.99,1,General,General,
Standard,012000001802,STARBUCKS COFFEE,861,3.49,12,COOLER,COFFEE,EACH
Standard,012000171116,STARBUCKS ALMONDMILK,83,3.49,12,COOLER,COFFEE,EACH
Standard,789987,test_item,0,2.00,1,General,General,
Standard,78900987,test_item2,0,3.00,1,General,General,
Standard,719410785000,5-HOUR ENERGY EXTRA TROPICAL BURST,1,3.49,1,GROCERY,GROCERY,
Standard,719410786007,5-HOUR ENRGY EXTRA STRAWBERY BANANA,-12,3.49,1,GROCERY,GROCERY,
Standard,815154022002,Relgn Mang-o-Matic,-4,2.96,12,COOLER,Energy Drink,EACH
Standard,078000206463,SCHWEPPES GINGER ALE 2 LITER,-26,2.75,8,COOLER,DRINKS,EACH
Standard,784762070678,Zig Zag 2 Cigar wraps,-14,0.99,1,Tobacco,General,
Standard,073310198804,envision bath tissue,25,1.99,1,General,General,
Standard,611269841237,RED BULL WINTER,500,3.49,24,COOLER,Energy Drink,
Standard,611269283105,RED BULL PEACH 12OZ,479,3.49,24,COOLER,Energy Drink,
Standard,123456789,PHOTO COPY,-769,0.30,1,General Marchandise,COPY,
Standard,051623330210,CRISS-CROSS  TUBE 100 RED,-55,2.69,1,RYO TOBACCO,TUBES,EACH
Standard,025600088777,TASTYKAKE DANISH,2,1.89,1,TASTY CAKE,TASTY CAKE,
Standard,025600007907,TASTYKAKE FROSTED MINI DONUTS,-11,1.89,1,TASTY CAKE,TASTY CAKE,
Standard,689490002444,THIS RED KING,-7,5.75,10,Tobacco,Cigarettes Pack,
Standard,689490002291,THIS RED 100S,-8,5.75,10,Tobacco,Cigarettes Pack,
Standard,689490002536,THIS MENTHOL KING,-1,5.75,10,Tobacco,Cigarettes Pack,
Standard,689490002383,THIS MENTHOL 100S,-15,5.75,10,Tobacco,Cigarettes Pack,
Standard,689490002475,THIS BLUE KING,0,5.75,10,Tobacco,Cigarettes Pack,
Standard,016000506930,CHEX MIX SOUR CREAM,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,016000506862,CHEXMIX TERIYAKI,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,016000506879,CHEX MIX SPICY SZECH,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,072250912891,MRS.FRESHLEYSPOWDERE,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,016000506664,NATURE VALLY SWEET S,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,037000230359,PRINGLES DILL PICKEL,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,037000232391,PRINGLES SPICY GUACA,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,037000230182,PRINGLESBUFFALO WING,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,037000230274,PRINGLES SPICY CHEDD,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,037000184935,PRINGLES CHEDDAR SMA,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,044000020255,RITS BIT CHEESE BAG,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,043000027295,PLANTERS BIG PEANUTE,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,043000027271,PLANTERS BIG TRIPLE,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,038000458767,KELLOGG- CINNABON BA,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,085264810008,CLOVERHILL CHOCALATE,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,072250041386,MR FRESHLEYS PECAN T,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,035751113020,BON APPETITE STRAWBE,0,0.99,1,HT SNACKS,HT SNACKS,EACH
Standard,072250007696,MRS FRESHLEY CINNAMO,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,035751111101,BON APPETIT CINNAMON,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,072250000918,MRS FRESHLEY CINNAMO,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,035751118018,BON APPETIT CHOCALAT,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,072250041355,MRS FRESHLEYS SWISS,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,886002550565,MRS. FIELD SNICKER D,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,044000020330,RITZ BITS PEANUT BUT,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,044000023447,OREO BROWNIES,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,072108089218,MOON PIE PEANUT BUTT,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,044000017644,MINI NILLA WAFERS,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,688149341019,FIG BARS,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,026200471600,ANDY CAPP-S CHEEDAR,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,026200471617,ANDY CAPP-S HOT FRIE,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,044000016388,NBC WHEAT THINS,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,017082007858,BEEF JERKY HICKORY S,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,017082700117,JACK LINK-S THAI,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,017082112170,JACK LINK-S CHICKEN,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,026200322001,FIRE CRAKER THE ORIG,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,017082700100,JACK LINKS BEEF JERK,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,017082000422,JACK L PEP & CHEESE,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,024100455447,CHEEZ IT ORIG SNACK,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,024100465767,CHEEZ IT SNACK MIX B,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,024100465781,CHEEZ IT SNACK MX HO,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,037000280170,PRINGLES EXTREME HOT,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,037000232407,PRINGLES HONEY MUSAR,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,085264810015,CLOVER HILL GLAZED D,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,037000377146,PRINGLES RANCH POTAT,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,037000377122,PRINGLES PIZZA-LICIO,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,037000377085,PRINGLES CHEESE UMS,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,037000377061,PRINGLES BBQPOT.CRI.,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,037000377054,PRINGLES ORIGINAL PO,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,038000768415,RICEKRISPIES DOUB CH,0,0.99,20,SMART STOCK,SNACK,EACH
Standard,038000483110,RICEKRISPIES CARAMEL,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,016000661691,COCOA PUFF MILK BAR,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,035751113082,BON APPETIT CHOC MUF,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,745527170002,SALTY CRACKER,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,037000280217,PRINGLES EXTRIME HOT,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,720495902466,TGI FRIDAY  BUFFALO,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,016000507319,GARDITTOS DELI STYLE,0,2.89,1,HT SNACKS,HT SNACKS,EACH
Standard,720495902824,BURGER KING HOT FRIE,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,720495902770,BURGER KING CHEESY F,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,037000432067,PRINGLES CHILI CHEES,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,026200117300,SLIM JIM .9TABASCO,-16,1.79,1,HT SNACKS,HT SNACKS,EACH
Standard,026200187006,SLIM GIM BEEF JERKEY,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,030100397052,KEEBLER-S SNACK SIZE,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,044000009588,RITZ BITS CHEESE,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,044000008437,RITZ BITS PEANUT BUT,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,044000008512,CHEESE NIPS,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,037000377177,PRINGLE SOUR CREAM &,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,026200015507,SLIM JIM SUPER SLIM,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,026200117607,SLIM JIM GIANT SWEET,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,044000046880,NAB ORI. WHEAT THINS,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,720495910355,T.G.I.FRI. MOZZARELL,0,2.79,1,SMART STOCK,SNACK,EACH
Standard,016000167292,GARDETTO-S MUSTERD 6,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,029000078321,PLANTERS MIXED NUTS,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,029000074897,PLANTERS BB H.R. PEA,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,029000074873,PLANTERS BB SALTED P,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,037000377238,PRINGLES 1\3 ORIGINA,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,016000126213,CHEX MIX HONEY NUT 3,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,016000126121,CHEX MIX PEANUT LOVE,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,038000313417,POP TARTS CHO. FUDGE,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,044000025526,RITZ MUNCHABLES PRET,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,044000000615,TEDDY GRAHAMS CINNAM,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,016000452190,NV CHEWY APPLE CINNA,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,030100217688,FUDGE SHOPPE MINI FU,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,037000018964,PRINGLES JALAPANO,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,720495909359,FRIDAY-S POTATO SKIN,-1,1.89,1,HT SNACKS,HT SNACKS,EACH
Standard,044000025533,RITZ MUNCHABLES SC&O,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,044000007256,CHEESE NIPS FOUR CHE,0,0.00,1,HT SNACKS,HT SNACKS,EACH
Standard,072250007245,MRS. FRESHLY HONEY B,0,0.00,1,HT SNACKS,HT SNACKS,EACH
